31,3.436651
31,3.4367
32,3.436739
31,3.436787
30,3.436814
29,3.436841
28,3.436862
27,3.436891
26,3.436913
25,3.436935
24,3.436971
23,3.437027
22,3.437052
21,3.437089
20,3.437112
19,3.437136
18,3.437159
17,3.437182
16,3.437204
15,3.437227
14,3.437249
13,3.43727
12,3.437294
11,3.43733
10,3.437352
9,3.437374
8,3.437397
7,3.43742
6,3.437443
5,3.437484
4,3.437506
3,3.437536
2,3.437559
1,3.437582
